window_id,id,video_target,target,temporal_target,window_type,phase_name,phase_index,sample_weight,timestamp,window_start_timestamp,window_end_timestamp,center_timestamp,sequence_length,frame_count,frame_paths,timestamps,time_of_alert,time_of_event,seconds_to_alert,seconds_to_event,duration,video_path,split,source_peak_timestamp,source_peak_risk_score,source_peak_prob_class_2,source_peak_prob_class_3
01040_context_hard_negative_011_030_500,01040,0,0,0,contextual_hard_negative,contextual_hard_negative,0,2.5,30.5,27.0,30.5,28.75,8,8,"[""data\\interim\\product_temporal_frames_224\\01040\\t_027_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01040\\t_027_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01040\\t_028_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01040\\t_028_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01040\\t_029_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01040\\t_029_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01040\\t_030_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01040\\t_030_500.jpg""]","[27.0, 27.5, 28.0, 28.5, 29.0, 29.5, 30.0, 30.5]",,,,,39.333,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01040.mp4,train,31.0,0.7218475937843323,0.2222493588924408,0.4995982348918915
01040_context_hard_negative_012_031_000,01040,0,0,0,contextual_hard_negative,contextual_hard_negative,0,2.5,31.0,27.5,31.0,29.25,8,8,"[""data\\interim\\product_temporal_frames_224\\01040\\t_027_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01040\\t_028_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01040\\t_028_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01040\\t_029_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01040\\t_029_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01040\\t_030_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01040\\t_030_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01040\\t_031_000.jpg""]","[27.5, 28.0, 28.5, 29.0, 29.5, 30.0, 30.5, 31.0]",,,,,39.333,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01040.mp4,train,31.0,0.7218475937843323,0.2222493588924408,0.4995982348918915
01041_context_hard_negative_001_032_500,01041,0,0,0,contextual_hard_negative,contextual_hard_negative,0,2.5,32.5,29.0,32.5,30.75,8,8,"[""data\\interim\\product_temporal_frames_224\\01041\\t_029_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_029_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_030_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_030_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_031_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_031_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_032_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_032_500.jpg""]","[29.0, 29.5, 30.0, 30.5, 31.0, 31.5, 32.0, 32.5]",,,,,39.433,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01041.mp4,train,33.5,0.7317379713058472,0.1068146675825119,0.6249232888221741
01041_context_hard_negative_002_033_000,01041,0,0,0,contextual_hard_negative,contextual_hard_negative,0,2.5,33.0,29.5,33.0,31.25,8,8,"[""data\\interim\\product_temporal_frames_224\\01041\\t_029_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_030_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_030_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_031_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_031_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_032_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_032_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_033_000.jpg""]","[29.5, 30.0, 30.5, 31.0, 31.5, 32.0, 32.5, 33.0]",,,,,39.433,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01041.mp4,train,33.5,0.7317379713058472,0.1068146675825119,0.6249232888221741
01041_context_hard_negative_003_033_500,01041,0,0,0,contextual_hard_negative,contextual_hard_negative,0,2.5,33.5,30.0,33.5,31.75,8,8,"[""data\\interim\\product_temporal_frames_224\\01041\\t_030_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_030_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_031_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_031_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_032_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_032_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_033_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_033_500.jpg""]","[30.0, 30.5, 31.0, 31.5, 32.0, 32.5, 33.0, 33.5]",,,,,39.433,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01041.mp4,train,33.5,0.7317379713058472,0.1068146675825119,0.6249232888221741
01041_context_hard_negative_004_034_000,01041,0,0,0,contextual_hard_negative,contextual_hard_negative,0,2.5,34.0,30.5,34.0,32.25,8,8,"[""data\\interim\\product_temporal_frames_224\\01041\\t_030_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_031_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_031_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_032_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_032_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_033_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_033_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_034_000.jpg""]","[30.5, 31.0, 31.5, 32.0, 32.5, 33.0, 33.5, 34.0]",,,,,39.433,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01041.mp4,train,33.5,0.7317379713058472,0.1068146675825119,0.6249232888221741
01041_context_hard_negative_005_034_500,01041,0,0,0,contextual_hard_negative,contextual_hard_negative,0,2.5,34.5,31.0,34.5,32.75,8,8,"[""data\\interim\\product_temporal_frames_224\\01041\\t_031_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_031_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_032_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_032_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_033_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_033_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_034_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_034_500.jpg""]","[31.0, 31.5, 32.0, 32.5, 33.0, 33.5, 34.0, 34.5]",,,,,39.433,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01041.mp4,train,33.5,0.7317379713058472,0.1068146675825119,0.6249232888221741
01041_context_hard_negative_006_008_000,01041,0,0,0,contextual_hard_negative,contextual_hard_negative,0,2.5,8.0,4.5,8.0,6.25,8,8,"[""data\\interim\\product_temporal_frames_224\\01041\\t_004_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_005_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_005_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_006_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_006_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_007_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_007_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_008_000.jpg""]","[4.5, 5.0, 5.5, 6.0, 6.5, 7.0, 7.5, 8.0]",,,,,39.433,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01041.mp4,train,9.0,0.6806198358535767,0.1807194948196411,0.4999003708362579
01041_context_hard_negative_007_008_500,01041,0,0,0,contextual_hard_negative,contextual_hard_negative,0,2.5,8.5,5.0,8.5,6.75,8,8,"[""data\\interim\\product_temporal_frames_224\\01041\\t_005_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_005_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_006_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_006_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_007_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_007_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_008_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_008_500.jpg""]","[5.0, 5.5, 6.0, 6.5, 7.0, 7.5, 8.0, 8.5]",,,,,39.433,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01041.mp4,train,9.0,0.6806198358535767,0.1807194948196411,0.4999003708362579
01041_context_hard_negative_008_009_000,01041,0,0,0,contextual_hard_negative,contextual_hard_negative,0,2.5,9.0,5.5,9.0,7.25,8,8,"[""data\\interim\\product_temporal_frames_224\\01041\\t_005_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_006_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_006_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_007_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_007_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_008_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_008_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_009_000.jpg""]","[5.5, 6.0, 6.5, 7.0, 7.5, 8.0, 8.5, 9.0]",,,,,39.433,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01041.mp4,train,9.0,0.6806198358535767,0.1807194948196411,0.4999003708362579
01041_context_hard_negative_009_009_500,01041,0,0,0,contextual_hard_negative,contextual_hard_negative,0,2.5,9.5,6.0,9.5,7.75,8,8,"[""data\\interim\\product_temporal_frames_224\\01041\\t_006_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_006_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_007_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_007_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_008_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_008_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_009_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_009_500.jpg""]","[6.0, 6.5, 7.0, 7.5, 8.0, 8.5, 9.0, 9.5]",,,,,39.433,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01041.mp4,train,9.0,0.6806198358535767,0.1807194948196411,0.4999003708362579
01041_context_hard_negative_010_010_000,01041,0,0,0,contextual_hard_negative,contextual_hard_negative,0,2.5,10.0,6.5,10.0,8.25,8,8,"[""data\\interim\\product_temporal_frames_224\\01041\\t_006_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_007_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_007_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_008_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_008_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_009_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_009_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01041\\t_010_000.jpg""]","[6.5, 7.0, 7.5, 8.0, 8.5, 9.0, 9.5, 10.0]",,,,,39.433,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01041.mp4,train,9.0,0.6806198358535767,0.1807194948196411,0.4999003708362579
01043_context_hard_negative_001_032_000,01043,0,0,0,contextual_hard_negative,contextual_hard_negative,0,2.5,32.0,28.5,32.0,30.25,8,8,"[""data\\interim\\product_temporal_frames_224\\01043\\t_028_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01043\\t_029_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01043\\t_029_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01043\\t_030_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01043\\t_030_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01043\\t_031_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01043\\t_031_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01043\\t_032_000.jpg""]","[28.5, 29.0, 29.5, 30.0, 30.5, 31.0, 31.5, 32.0]",,,,,40.367,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01043.mp4,train,33.0,0.7405164241790771,0.0928043648600578,0.6477120518684387
01043_context_hard_negative_002_032_500,01043,0,0,0,contextual_hard_negative,contextual_hard_negative,0,2.5,32.5,29.0,32.5,30.75,8,8,"[""data\\interim\\product_temporal_frames_224\\01043\\t_029_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01043\\t_029_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01043\\t_030_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01043\\t_030_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01043\\t_031_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01043\\t_031_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01043\\t_032_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01043\\t_032_500.jpg""]","[29.0, 29.5, 30.0, 30.5, 31.0, 31.5, 32.0, 32.5]",,,,,40.367,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01043.mp4,train,33.0,0.7405164241790771,0.0928043648600578,0.6477120518684387
01043_context_hard_negative_003_033_000,01043,0,0,0,contextual_hard_negative,contextual_hard_negative,0,2.5,33.0,29.5,33.0,31.25,8,8,"[""data\\interim\\product_temporal_frames_224\\01043\\t_029_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01043\\t_030_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01043\\t_030_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01043\\t_031_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01043\\t_031_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01043\\t_032_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01043\\t_032_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01043\\t_033_000.jpg""]","[29.5, 30.0, 30.5, 31.0, 31.5, 32.0, 32.5, 33.0]",,,,,40.367,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01043.mp4,train,33.0,0.7405164241790771,0.0928043648600578,0.6477120518684387
01043_context_hard_negative_004_033_500,01043,0,0,0,contextual_hard_negative,contextual_hard_negative,0,2.5,33.5,30.0,33.5,31.75,8,8,"[""data\\interim\\product_temporal_frames_224\\01043\\t_030_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01043\\t_030_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01043\\t_031_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01043\\t_031_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01043\\t_032_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01043\\t_032_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01043\\t_033_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01043\\t_033_500.jpg""]","[30.0, 30.5, 31.0, 31.5, 32.0, 32.5, 33.0, 33.5]",,,,,40.367,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01043.mp4,train,33.0,0.7405164241790771,0.0928043648600578,0.6477120518684387
