"id","target","split","video_path","max_risk_score","mean_risk_score","p90_risk_score","frames_scored","frames_above_threshold","fraction_above_threshold","first_false_alert_time","top_risk_timestamp","top_risk_score","top_prob_class_2","top_prob_class_3","risk_segments_above_threshold","longest_segment_seconds","frames_above_0_5","fraction_above_0_5","frames_above_0_64","fraction_above_0_64","suggested_error_type","manual_error_type","notes"
"01704","0","val","C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01704.mp4","0.7683917284011841","0.487342557311058","0.6620051085948945","80","13","0.1625","3.5","13.5","0.7683917284011841","0.1583188474178314","0.6100728511810303","6","1.5","42","0.525","13","0.1625","unknown","",""
"01717","0","val","C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01717.mp4","0.7310615181922913","0.47725618032761563","0.6559004187583923","81","12","0.14814814814814814","0.0","3.0","0.7310615181922913","0.0852737799286842","0.6457877159118652","4","3.0","43","0.5308641975308642","12","0.14814814814814814","unknown","",""
"01075","0","val","C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01075.mp4","0.7244508266448975","0.4796019700574286","0.6451717615127563","81","10","0.12345679012345678","0.0","22.5","0.7244508266448975","0.2180009186267852","0.5064499378204346","3","2.5","44","0.5432098765432098","10","0.12345679012345678","unknown","",""
"01236","0","val","C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01236.mp4","0.7625178694725037","0.5093444596838068","0.640838086605072","81","9","0.1111111111111111","3.0","7.0","0.7625178694725037","0.2356426268815994","0.5268752574920654","5","1.0","42","0.5185185185185185","9","0.1111111111111111","unknown","",""
"01807","0","val","C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01807.mp4","0.7037594318389893","0.46530960040327946","0.6412867903709412","81","9","0.1111111111111111","18.0","20.0","0.7037594318389893","0.1710405945777893","0.5327188372612","5","1.0","33","0.4074074074074074","9","0.1111111111111111","unknown","",""
"01420","0","val","C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01420.mp4","0.6898657083511353","0.5021768014926415","0.6481502532958985","77","9","0.11688311688311688","14.5","23.0","0.6898657083511353","0.1856825053691864","0.5041831731796265","6","1.5","39","0.5064935064935064","9","0.11688311688311688","unknown","",""
"01673","0","val","C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01673.mp4","0.7417290210723877","0.4918873135322406","0.6305543184280396","81","8","0.09876543209876543","14.0","22.5","0.7417290210723877","0.1708615720272064","0.5708674788475037","3","2.0","38","0.4691358024691358","8","0.09876543209876543","unknown","",""
"02083","0","val","C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\02083.mp4","0.7721966505050659","0.4508478957929729","0.6255466938018799","81","7","0.08641975308641975","26.5","26.5","0.7721966505050659","0.2720761597156524","0.5001204609870911","6","0.5","36","0.4444444444444444","7","0.08641975308641975","unknown","",""
"01287","0","val","C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01287.mp4","0.7179933786392212","0.3851366843338366","0.6050059795379639","81","6","0.07407407407407407","12.0","13.5","0.7179933786392212","0.114714965224266","0.603278398513794","4","0.5","25","0.30864197530864196","6","0.07407407407407407","unknown","",""
"01592","0","val","C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01592.mp4","0.7475744485855103","0.33497431460354066","0.5652940273284912","81","5","0.06172839506172839","0.0","3.5","0.7475744485855103","0.1967626810073852","0.550811767578125","2","1.5","13","0.16049382716049382","5","0.06172839506172839","unknown","",""
