window_id,id,video_target,target,temporal_target,window_type,phase_name,phase_index,sample_weight,timestamp,window_start_timestamp,window_end_timestamp,center_timestamp,sequence_length,frame_count,frame_paths,timestamps,time_of_alert,time_of_event,seconds_to_alert,seconds_to_event,duration,video_path,split,source_peak_timestamp,source_peak_risk_score,source_peak_prob_class_2,source_peak_prob_class_3,ablation_variant,source_window_id,selection_rank
01822_context_hard_negative_001_026_500_all_w15,01822,0,0,0,contextual_hard_negative,contextual_hard_negative,0,1.5,26.5,23.0,26.5,24.75,8,8,"[""data\\interim\\product_temporal_frames_224\\01822\\t_023_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01822\\t_023_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01822\\t_024_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01822\\t_024_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01822\\t_025_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01822\\t_025_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01822\\t_026_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01822\\t_026_500.jpg""]","[23.0, 23.5, 24.0, 24.5, 25.0, 25.5, 26.0, 26.5]",,,,,40.233,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01822.mp4,train,27.5,0.8329430222511292,0.142716959118843,0.6902260780334473,all_w15,01822_context_hard_negative_001_026_500,11
01822_context_hard_negative_002_027_000_all_w15,01822,0,0,0,contextual_hard_negative,contextual_hard_negative,0,1.5,27.0,23.5,27.0,25.25,8,8,"[""data\\interim\\product_temporal_frames_224\\01822\\t_023_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01822\\t_024_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01822\\t_024_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01822\\t_025_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01822\\t_025_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01822\\t_026_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01822\\t_026_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01822\\t_027_000.jpg""]","[23.5, 24.0, 24.5, 25.0, 25.5, 26.0, 26.5, 27.0]",,,,,40.233,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01822.mp4,train,27.5,0.8329430222511292,0.142716959118843,0.6902260780334473,all_w15,01822_context_hard_negative_002_027_000,12
01822_context_hard_negative_003_027_500_all_w15,01822,0,0,0,contextual_hard_negative,contextual_hard_negative,0,1.5,27.5,24.0,27.5,25.75,8,8,"[""data\\interim\\product_temporal_frames_224\\01822\\t_024_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01822\\t_024_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01822\\t_025_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01822\\t_025_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01822\\t_026_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01822\\t_026_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01822\\t_027_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01822\\t_027_500.jpg""]","[24.0, 24.5, 25.0, 25.5, 26.0, 26.5, 27.0, 27.5]",,,,,40.233,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01822.mp4,train,27.5,0.8329430222511292,0.142716959118843,0.6902260780334473,all_w15,01822_context_hard_negative_003_027_500,13
01822_context_hard_negative_004_028_000_all_w15,01822,0,0,0,contextual_hard_negative,contextual_hard_negative,0,1.5,28.0,24.5,28.0,26.25,8,8,"[""data\\interim\\product_temporal_frames_224\\01822\\t_024_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01822\\t_025_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01822\\t_025_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01822\\t_026_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01822\\t_026_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01822\\t_027_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01822\\t_027_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01822\\t_028_000.jpg""]","[24.5, 25.0, 25.5, 26.0, 26.5, 27.0, 27.5, 28.0]",,,,,40.233,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01822.mp4,train,27.5,0.8329430222511292,0.142716959118843,0.6902260780334473,all_w15,01822_context_hard_negative_004_028_000,14
01822_context_hard_negative_005_028_500_all_w15,01822,0,0,0,contextual_hard_negative,contextual_hard_negative,0,1.5,28.5,25.0,28.5,26.75,8,8,"[""data\\interim\\product_temporal_frames_224\\01822\\t_025_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01822\\t_025_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01822\\t_026_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01822\\t_026_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01822\\t_027_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01822\\t_027_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01822\\t_028_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01822\\t_028_500.jpg""]","[25.0, 25.5, 26.0, 26.5, 27.0, 27.5, 28.0, 28.5]",,,,,40.233,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01822.mp4,train,27.5,0.8329430222511292,0.142716959118843,0.6902260780334473,all_w15,01822_context_hard_negative_005_028_500,15
01269_context_hard_negative_001_026_000_all_w15,01269,0,0,0,contextual_hard_negative,contextual_hard_negative,0,1.5,26.0,22.5,26.0,24.25,8,8,"[""data\\interim\\product_temporal_frames_224\\01269\\t_022_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01269\\t_023_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01269\\t_023_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01269\\t_024_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01269\\t_024_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01269\\t_025_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01269\\t_025_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01269\\t_026_000.jpg""]","[22.5, 23.0, 23.5, 24.0, 24.5, 25.0, 25.5, 26.0]",,,,,40.261,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01269.mp4,train,27.0,0.8324211835861206,0.1529446244239807,0.6794765591621399,all_w15,01269_context_hard_negative_001_026_000,16
01269_context_hard_negative_002_026_500_all_w15,01269,0,0,0,contextual_hard_negative,contextual_hard_negative,0,1.5,26.5,23.0,26.5,24.75,8,8,"[""data\\interim\\product_temporal_frames_224\\01269\\t_023_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01269\\t_023_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01269\\t_024_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01269\\t_024_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01269\\t_025_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01269\\t_025_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01269\\t_026_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01269\\t_026_500.jpg""]","[23.0, 23.5, 24.0, 24.5, 25.0, 25.5, 26.0, 26.5]",,,,,40.261,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01269.mp4,train,27.0,0.8324211835861206,0.1529446244239807,0.6794765591621399,all_w15,01269_context_hard_negative_002_026_500,17
01269_context_hard_negative_003_027_000_all_w15,01269,0,0,0,contextual_hard_negative,contextual_hard_negative,0,1.5,27.0,23.5,27.0,25.25,8,8,"[""data\\interim\\product_temporal_frames_224\\01269\\t_023_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01269\\t_024_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01269\\t_024_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01269\\t_025_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01269\\t_025_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01269\\t_026_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01269\\t_026_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01269\\t_027_000.jpg""]","[23.5, 24.0, 24.5, 25.0, 25.5, 26.0, 26.5, 27.0]",,,,,40.261,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01269.mp4,train,27.0,0.8324211835861206,0.1529446244239807,0.6794765591621399,all_w15,01269_context_hard_negative_003_027_000,18
01269_context_hard_negative_004_027_500_all_w15,01269,0,0,0,contextual_hard_negative,contextual_hard_negative,0,1.5,27.5,24.0,27.5,25.75,8,8,"[""data\\interim\\product_temporal_frames_224\\01269\\t_024_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01269\\t_024_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01269\\t_025_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01269\\t_025_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01269\\t_026_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01269\\t_026_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01269\\t_027_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01269\\t_027_500.jpg""]","[24.0, 24.5, 25.0, 25.5, 26.0, 26.5, 27.0, 27.5]",,,,,40.261,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01269.mp4,train,27.0,0.8324211835861206,0.1529446244239807,0.6794765591621399,all_w15,01269_context_hard_negative_004_027_500,19
01269_context_hard_negative_005_028_000_all_w15,01269,0,0,0,contextual_hard_negative,contextual_hard_negative,0,1.5,28.0,24.5,28.0,26.25,8,8,"[""data\\interim\\product_temporal_frames_224\\01269\\t_024_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01269\\t_025_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01269\\t_025_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01269\\t_026_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01269\\t_026_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01269\\t_027_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01269\\t_027_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01269\\t_028_000.jpg""]","[24.5, 25.0, 25.5, 26.0, 26.5, 27.0, 27.5, 28.0]",,,,,40.261,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01269.mp4,train,27.0,0.8324211835861206,0.1529446244239807,0.6794765591621399,all_w15,01269_context_hard_negative_005_028_000,20
01653_context_hard_negative_001_000_000_all_w15,01653,0,0,0,contextual_hard_negative,contextual_hard_negative,0,1.5,0.0,0.0,0.0,0.0,8,8,"[""data\\interim\\product_temporal_frames_224\\01653\\t_000_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01653\\t_000_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01653\\t_000_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01653\\t_000_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01653\\t_000_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01653\\t_000_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01653\\t_000_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01653\\t_000_000.jpg""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,,,,40.533,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01653.mp4,train,0.5,0.8271434307098389,0.1024454310536384,0.724698007106781,all_w15,01653_context_hard_negative_001_000_000,21
01653_context_hard_negative_002_000_500_all_w15,01653,0,0,0,contextual_hard_negative,contextual_hard_negative,0,1.5,0.5,0.0,0.5,0.25,8,8,"[""data\\interim\\product_temporal_frames_224\\01653\\t_000_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01653\\t_000_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01653\\t_000_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01653\\t_000_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01653\\t_000_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01653\\t_000_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01653\\t_000_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01653\\t_000_500.jpg""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5]",,,,,40.533,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01653.mp4,train,0.5,0.8271434307098389,0.1024454310536384,0.724698007106781,all_w15,01653_context_hard_negative_002_000_500,22
01653_context_hard_negative_003_001_000_all_w15,01653,0,0,0,contextual_hard_negative,contextual_hard_negative,0,1.5,1.0,0.0,1.0,0.5,8,8,"[""data\\interim\\product_temporal_frames_224\\01653\\t_000_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01653\\t_000_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01653\\t_000_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01653\\t_000_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01653\\t_000_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01653\\t_000_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01653\\t_000_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01653\\t_001_000.jpg""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 1.0]",,,,,40.533,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01653.mp4,train,0.5,0.8271434307098389,0.1024454310536384,0.724698007106781,all_w15,01653_context_hard_negative_003_001_000,23
01653_context_hard_negative_004_001_500_all_w15,01653,0,0,0,contextual_hard_negative,contextual_hard_negative,0,1.5,1.5,0.0,1.5,0.75,8,8,"[""data\\interim\\product_temporal_frames_224\\01653\\t_000_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01653\\t_000_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01653\\t_000_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01653\\t_000_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01653\\t_000_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01653\\t_000_500.jpg"", ""data\\interim\\product_temporal_frames_224\\01653\\t_001_000.jpg"", ""data\\interim\\product_temporal_frames_224\\01653\\t_001_500.jpg""]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 1.0, 1.5]",,,,,40.533,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01653.mp4,train,0.5,0.8271434307098389,0.1024454310536384,0.724698007106781,all_w15,01653_context_hard_negative_004_001_500,24
