id,target,split,video_path,max_risk_score,mean_risk_score,p90_risk_score,frames_scored,frames_above_threshold,fraction_above_threshold,first_false_alert_time,top_risk_timestamp,top_risk_score,top_prob_class_2,top_prob_class_3,risk_segments_above_threshold,longest_segment_seconds,frames_above_0_5,fraction_above_0_5,frames_above_0_64,fraction_above_0_64,suggested_error_type,manual_error_type,notes
02083,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\02083.mp4,0.7721966505050659,0.4508478957929729,0.6255466938018799,81,7,0.08641975308641975,26.5,26.5,0.7721966505050659,0.2720761597156524,0.5001204609870911,6,0.5,36,0.4444444444444444,7,0.08641975308641975,unknown,,
01287,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01287.mp4,0.7179933786392212,0.3851366843338366,0.6050059795379639,81,6,0.07407407407407407,12.0,13.5,0.7179933786392212,0.114714965224266,0.603278398513794,4,0.5,25,0.30864197530864196,6,0.07407407407407407,unknown,,
01592,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01592.mp4,0.7475744485855103,0.33497431460354066,0.5652940273284912,81,5,0.06172839506172839,0.0,3.5,0.7475744485855103,0.1967626810073852,0.550811767578125,2,1.5,13,0.16049382716049382,5,0.06172839506172839,unknown,,
01138,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01138.mp4,0.7185763716697693,0.3567324965088456,0.5879475474357605,81,5,0.06172839506172839,22.5,24.0,0.7185763716697693,0.1842419505119323,0.5343344211578369,1,2.0,14,0.1728395061728395,5,0.06172839506172839,unknown,,
01374,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01374.mp4,0.7129996418952942,0.44713478489422503,0.5808911919593811,81,5,0.06172839506172839,19.0,19.0,0.7129996418952942,0.1806948035955429,0.5323048233985901,3,0.5,32,0.3950617283950617,5,0.06172839506172839,unknown,,
01442,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01442.mp4,0.8109144568443298,0.40662336349487305,0.6050648629665376,82,4,0.04878048780487805,5.5,6.5,0.8109144568443298,0.2147443741559982,0.5961700677871704,2,1.0,17,0.2073170731707317,4,0.04878048780487805,unknown,,
01401,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01401.mp4,0.6954407691955566,0.38394828508665535,0.6031541228294373,81,4,0.04938271604938271,23.5,24.0,0.6954407691955566,0.2704780101776123,0.4249627292156219,2,1.0,19,0.2345679012345679,4,0.04938271604938271,unknown,,
01498,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01498.mp4,0.7552720308303833,0.3188837891743507,0.5123721361160278,81,3,0.037037037037037035,1.0,6.5,0.7552720308303833,0.1258129328489303,0.6294590830802917,2,0.5,9,0.1111111111111111,3,0.037037037037037035,unknown,,
01724,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01724.mp4,0.7360577583312988,0.4299953281879425,0.5340013980865479,77,3,0.03896103896103896,9.5,35.0,0.7360577583312988,0.153262048959732,0.5827956795692444,2,0.5,15,0.19480519480519481,3,0.03896103896103896,unknown,,
01882,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01882.mp4,0.7239129543304443,0.39593239855251194,0.5957539677619934,81,3,0.037037037037037035,30.0,32.5,0.7239129543304443,0.2218307554721832,0.5020821690559387,3,0.0,19,0.2345679012345679,3,0.037037037037037035,unknown,,
01122,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01122.mp4,0.6873829960823059,0.4201303102352001,0.5536516904830933,81,3,0.037037037037037035,20.5,21.5,0.6873829960823059,0.1201322227716445,0.5672507882118225,1,1.0,16,0.19753086419753085,3,0.037037037037037035,unknown,,
01355,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01355.mp4,0.6796601414680481,0.45611556692094335,0.620531862974167,82,3,0.036585365853658534,20.5,32.5,0.6796601414680481,0.2067107111215591,0.4729494154453277,2,0.5,27,0.32926829268292684,3,0.036585365853658534,unknown,,
02011,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\02011.mp4,0.7773711681365967,0.46288550458848476,0.5829773128032685,80,2,0.025,21.0,21.0,0.7773711681365967,0.157341182231903,0.6200299859046936,2,0.0,21,0.2625,2,0.025,unknown,,
01899,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01899.mp4,0.7753110527992249,0.2545769049061669,0.430975079536438,81,2,0.024691358024691357,1.0,1.5,0.7753110527992249,0.0821388512849807,0.6931722164154053,1,0.5,4,0.04938271604938271,2,0.024691358024691357,unknown,,
01860,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01860.mp4,0.7573171257972717,0.4704217574110738,0.5877496600151062,81,2,0.024691358024691357,27.5,28.0,0.7573171257972717,0.1281641125679016,0.6291530132293701,1,0.5,33,0.4074074074074074,2,0.024691358024691357,unknown,,
02114,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\02114.mp4,0.714869499206543,0.2534727288617028,0.5389381647109985,81,2,0.024691358024691357,10.5,17.0,0.714869499206543,0.0788332819938659,0.636036217212677,2,0.0,9,0.1111111111111111,2,0.024691358024691357,unknown,,
01568,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01568.mp4,0.7108228802680969,0.30015114372895085,0.5211846232414246,81,2,0.024691358024691357,6.0,6.0,0.7108228802680969,0.2281221896409988,0.4827006757259369,2,0.0,11,0.13580246913580246,2,0.024691358024691357,unknown,,
01687,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01687.mp4,0.703036904335022,0.2942807439852644,0.4575734138488769,81,2,0.024691358024691357,9.0,13.5,0.703036904335022,0.1356641799211502,0.567372739315033,2,0.0,8,0.09876543209876543,2,0.024691358024691357,unknown,,
01503,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01503.mp4,0.6671391725540161,0.3424567284039509,0.5522992610931396,81,2,0.024691358024691357,14.0,14.0,0.6671391725540161,0.1443182677030563,0.5228208899497986,2,0.0,20,0.24691358024691357,2,0.024691358024691357,unknown,,
01996,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01996.mp4,0.663206160068512,0.4808484340707461,0.6134727597236633,36,2,0.05555555555555555,5.0,5.0,0.663206160068512,0.3371919095516205,0.3260142505168915,2,0.0,14,0.3888888888888889,2,0.05555555555555555,unknown,,
01322,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01322.mp4,0.6509761214256287,0.3455536371027982,0.5794439911842346,81,2,0.024691358024691357,34.5,34.5,0.6509761214256287,0.2207248210906982,0.4302513003349304,1,0.5,15,0.18518518518518517,2,0.024691358024691357,unknown,,
01765,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01765.mp4,0.6463159322738647,0.45175890878933234,0.5766670644283295,82,2,0.024390243902439025,7.0,19.5,0.6463159322738647,0.1883649230003357,0.4579510390758514,2,0.0,30,0.36585365853658536,2,0.024390243902439025,unknown,,
01425,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01425.mp4,0.7911105155944824,0.40485219326284194,0.5703524947166443,81,1,0.012345679012345678,27.0,27.0,0.7911105155944824,0.1526035070419311,0.6385070085525513,1,0.0,23,0.2839506172839506,1,0.012345679012345678,unknown,,
01640,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01640.mp4,0.7443844079971313,0.2580031277036961,0.392443835735321,81,1,0.012345679012345678,1.5,1.5,0.7443844079971313,0.1324263662099838,0.6119580268859863,1,0.0,5,0.06172839506172839,1,0.012345679012345678,unknown,,
01496,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01496.mp4,0.7256736755371094,0.2655862742736016,0.4410674571990967,81,1,0.012345679012345678,38.0,38.0,0.7256736755371094,0.1153412908315658,0.6103323698043823,1,0.0,7,0.08641975308641975,1,0.012345679012345678,unknown,,
01506,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01506.mp4,0.6963664889335632,0.3772351595608494,0.5685427188873291,79,1,0.012658227848101266,39.0,39.0,0.6963664889335632,0.1444078683853149,0.5519586205482483,1,0.0,19,0.24050632911392406,1,0.012658227848101266,unknown,,
02042,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\02042.mp4,0.676543653011322,0.3723712963301961,0.5594604551792145,82,1,0.012195121951219513,7.0,7.0,0.676543653011322,0.1490217596292495,0.5275219082832336,1,0.0,17,0.2073170731707317,1,0.012195121951219513,unknown,,
01824,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01824.mp4,0.675916314125061,0.3636191627125681,0.5350164175033569,81,1,0.012345679012345678,39.0,39.0,0.675916314125061,0.2639624178409576,0.4119539260864258,1,0.0,14,0.1728395061728395,1,0.012345679012345678,unknown,,
01462,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01462.mp4,0.6658909916877747,0.3747358491644263,0.5165966451168063,80,1,0.0125,35.5,35.5,0.6658909916877747,0.2613787353038788,0.4045122563838959,1,0.0,11,0.1375,1,0.0125,unknown,,
01838,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01838.mp4,0.6561243534088135,0.36908078175268055,0.5674048662185669,81,1,0.012345679012345678,22.0,22.0,0.6561243534088135,0.1827394068241119,0.4733849167823791,1,0.0,21,0.25925925925925924,1,0.012345679012345678,unknown,,
01262,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01262.mp4,0.6513200998306274,0.26555213589727145,0.3914012312889099,81,1,0.012345679012345678,27.5,27.5,0.6513200998306274,0.2227298766374588,0.4285902380943298,1,0.0,4,0.04938271604938271,1,0.012345679012345678,unknown,,
01157,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01157.mp4,0.6431503891944885,0.2644619033104036,0.49402524828910827,82,1,0.012195121951219513,2.0,2.0,0.6431503891944885,0.1466868817806244,0.4964635074138641,1,0.0,8,0.0975609756097561,1,0.012195121951219513,unknown,,
01656,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01656.mp4,0.6410879492759705,0.3439767590643447,0.4954475164413452,81,1,0.012345679012345678,7.5,7.5,0.6410879492759705,0.276980847120285,0.3641071021556854,1,0.0,6,0.07407407407407407,1,0.012345679012345678,unknown,,
01799,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01799.mp4,0.6395316123962402,0.41077360989134987,0.5476392507553101,81,0,0.0,,18.0,0.6395316123962402,0.2124087512493133,0.4271228313446045,0,0.0,21,0.25925925925925924,0,0.0,unknown,,
01296,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01296.mp4,0.6360743045806885,0.3947595266195444,0.5517614006996154,78,0,0.0,,17.5,0.6360743045806885,0.1412589699029922,0.494815319776535,0,0.0,18,0.23076923076923078,0,0.0,unknown,,
01748,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01748.mp4,0.6304672360420227,0.20373464982818673,0.3136915564537048,81,0,0.0,,36.0,0.6304672360420227,0.091060496866703,0.5394067168235779,0,0.0,3,0.037037037037037035,0,0.0,unknown,,
01964,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01964.mp4,0.6277441382408142,0.2432860811183482,0.3970131278038025,81,0,0.0,,22.0,0.6277441382408142,0.2171075493097305,0.4106365740299225,0,0.0,1,0.012345679012345678,0,0.0,unknown,,
01134,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01134.mp4,0.62394118309021,0.2518456378315069,0.4409642338752746,79,0,0.0,,2.0,0.62394118309021,0.2160661071538925,0.4078750908374786,0,0.0,4,0.05063291139240506,0,0.0,unknown,,
01954,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01954.mp4,0.622700035572052,0.3726753545243566,0.5228407800197601,82,0,0.0,,37.5,0.622700035572052,0.1591933965682983,0.4635066390037536,0,0.0,12,0.14634146341463414,0,0.0,unknown,,
01054,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01054.mp4,0.618669867515564,0.337298988352848,0.5053676366806031,79,0,0.0,,20.0,0.618669867515564,0.1601354777812957,0.4585343897342682,0,0.0,8,0.10126582278481013,0,0.0,unknown,,
01254,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01254.mp4,0.608812689781189,0.41094378801062703,0.5887661278247833,80,0,0.0,,9.5,0.608812689781189,0.1548139452934265,0.4539987742900848,0,0.0,38,0.475,0,0.0,unknown,,
01473,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01473.mp4,0.6084914207458496,0.3208377825809114,0.5460145473480225,81,0,0.0,,26.0,0.6084914207458496,0.1602199524641037,0.4482714831829071,0,0.0,13,0.16049382716049382,0,0.0,unknown,,
01889,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01889.mp4,0.6078888177871704,0.25166308797068065,0.45340695977211,81,0,0.0,,20.5,0.6078888177871704,0.2128521800041198,0.3950366079807281,0,0.0,1,0.012345679012345678,0,0.0,unknown,,
01888,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01888.mp4,0.6056146025657654,0.40401786786538585,0.5396592617034912,81,0,0.0,,6.5,0.6056146025657654,0.4448759257793426,0.1607386767864227,0,0.0,16,0.19753086419753085,0,0.0,unknown,,
01103,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01103.mp4,0.5998210906982422,0.4138141671816508,0.5614310503005981,81,0,0.0,,2.5,0.5998210906982422,0.2022624462842941,0.3975586295127868,0,0.0,16,0.19753086419753085,0,0.0,unknown,,
01983,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01983.mp4,0.5863935947418213,0.29021911415053003,0.404156893491745,81,0,0.0,,32.5,0.5863935947418213,0.1436848044395446,0.442708820104599,0,0.0,4,0.04938271604938271,0,0.0,unknown,,
01046,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01046.mp4,0.5841466188430786,0.41060783833633235,0.5298756957054138,81,0,0.0,,24.0,0.5841466188430786,0.157953143119812,0.426193505525589,0,0.0,11,0.13580246913580246,0,0.0,unknown,,
01604,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01604.mp4,0.5804699659347534,0.30798251090980155,0.44243906140327455,82,0,0.0,,0.5,0.5804699659347534,0.115686796605587,0.4647831618785858,0,0.0,3,0.036585365853658534,0,0.0,unknown,,
01973,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01973.mp4,0.5738847255706787,0.3461826793205591,0.4894912242889404,81,0,0.0,,9.5,0.5738847255706787,0.30600106716156,0.267883688211441,0,0.0,6,0.07407407407407407,0,0.0,unknown,,
01572,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01572.mp4,0.5729596614837646,0.34846124508314663,0.4550818502902984,36,0,0.0,,8.0,0.5729596614837646,0.1317536532878875,0.4412060379981994,0,0.0,2,0.05555555555555555,0,0.0,unknown,,
01691,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01691.mp4,0.5682296752929688,0.3888811378015412,0.5217584669589996,36,0,0.0,,15.0,0.5682296752929688,0.1145591288805008,0.4536705613136291,0,0.0,7,0.19444444444444445,0,0.0,unknown,,
01342,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01342.mp4,0.5636360049247742,0.3030682414954091,0.4501464366912842,81,0,0.0,,22.0,0.5636360049247742,0.1188278868794441,0.4448081254959106,0,0.0,5,0.06172839506172839,0,0.0,unknown,,
02136,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\02136.mp4,0.5548278093338013,0.2635203942279272,0.4108716130256653,79,0,0.0,,27.0,0.5548278093338013,0.219754621386528,0.335073173046112,0,0.0,1,0.012658227848101266,0,0.0,unknown,,
01229,0,val,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01229.mp4,0.5536141991615295,0.26445690517897136,0.4950469136238098,91,0,0.0,,17.5,0.5536141991615295,0.1190683469176292,0.4345458745956421,0,0.0,9,0.0989010989010989,0,0.0,unknown,,
