id,target,split,time_of_alert,time_of_event,video_path,max_risk_score,mean_risk_score,p90_risk_score,frames_scored,frames_above_threshold,fraction_above_threshold,first_false_alert_time,top_risk_timestamp,top_risk_score,top_prob_class_2,top_prob_class_3,risk_segments_above_threshold,longest_segment_seconds,frames_above_0_5,fraction_above_0_5,frames_above_0_64,fraction_above_0_64
00455,1,val,17.281,18.653,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\00455.mp4,0.7777723670005798,0.5733278256196243,0.7080782771110534,78,16,0.20512820512820512,4.0,17.0,0.7777723670005798,0.2350587695837021,0.5427135825157166,5,5.0,63,0.8076923076923077,16,0.20512820512820512
00444,1,val,16.433,19.25,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\00444.mp4,0.7752589583396912,0.6275197073817254,0.7169304966926575,80,46,0.575,0.0,10.0,0.7752589583396912,0.2179157584905624,0.5573431849479675,10,6.5,70,0.875,46,0.575
00082,1,val,17.433,20.167,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\00082.mp4,0.7746837735176086,0.4833979297567297,0.6701549887657166,81,21,0.25925925925925924,19.0,20.5,0.7746837735176086,0.1768898367881775,0.5977939367294312,5,6.5,47,0.5802469135802469,21,0.25925925925925924
00483,1,val,18.7,19.783,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\00483.mp4,0.7692421078681946,0.2536619295736393,0.398300564289093,83,2,0.024096385542168676,20.0,20.0,0.7692421078681946,0.1356626898050308,0.633579432964325,1,0.5,5,0.060240963855421686,2,0.024096385542168676
00275,1,val,8.466,10.166,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\00275.mp4,0.7691183090209961,0.41897585201594567,0.6006763577461243,36,1,0.027777777777777776,9.5,9.5,0.7691183090209961,0.1667564511299133,0.6023618578910828,1,0.0,11,0.3055555555555556,1,0.027777777777777776
00902,1,val,18.8,20.367,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\00902.mp4,0.7657732963562012,0.5333303645253181,0.6845182538032533,80,14,0.175,18.0,18.5,0.7657732963562012,0.2378446608781814,0.5279286503791809,4,4.5,49,0.6125,14,0.175
00262,1,val,13.933,17.9,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\00262.mp4,0.7636011838912964,0.5461066307185533,0.7095862627029419,77,20,0.2597402597402597,0.0,19.0,0.7636011838912964,0.1596753746271133,0.6039258241653442,4,5.0,43,0.5584415584415584,20,0.2597402597402597
00339,1,val,19.347,20.545,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\00339.mp4,0.7603524327278137,0.4301451174197374,0.6432626247406006,81,9,0.1111111111111111,23.0,38.0,0.7603524327278137,0.1159307360649108,0.6444216966629028,2,2.5,20,0.24691358024691357,9,0.1111111111111111
01004,1,val,18.651,21.799,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01004.mp4,0.7599207758903503,0.5389201410114766,0.6806458711624146,80,12,0.15,23.0,31.5,0.7599207758903503,0.1091293320059776,0.6507914662361145,7,1.5,53,0.6625,12,0.15
00780,1,val,16.9,19.967,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\00780.mp4,0.7594926953315735,0.4755778702688806,0.6091194748878479,81,7,0.08641975308641975,17.0,19.0,0.7594926953315735,0.2507446408271789,0.5087480545043945,3,1.0,31,0.38271604938271603,7,0.08641975308641975
00932,1,val,15.933,20.033,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\00932.mp4,0.7576341032981873,0.49526338591987706,0.7097891569137573,81,21,0.25925925925925924,19.0,20.0,0.7576341032981873,0.1583154648542404,0.5993186235427856,3,6.0,34,0.41975308641975306,21,0.25925925925925924
00842,1,val,18.667,20.045,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\00842.mp4,0.7563905715942383,0.539886474609375,0.6673653542995454,80,15,0.1875,1.0,19.5,0.7563905715942383,0.1919805258512497,0.5644100308418274,9,1.0,51,0.6375,15,0.1875
00416,1,val,19.459,20.34,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\00416.mp4,0.7523290514945984,0.47493480311499703,0.645064115524292,81,9,0.1111111111111111,19.0,35.0,0.7523290514945984,0.1025744304060936,0.6497546434402466,3,1.5,30,0.37037037037037035,9,0.1111111111111111
00988,1,val,8.798,9.964,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\00988.mp4,0.7518715858459473,0.44363486642638844,0.6852200627326965,36,7,0.19444444444444445,1.0,3.0,0.7518715858459473,0.3193923234939575,0.4324792921543121,2,2.0,15,0.4166666666666667,7,0.19444444444444445
00900,1,val,17.942,21.177,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\00900.mp4,0.751510500907898,0.5028697498786596,0.710577666759491,81,22,0.2716049382716049,6.0,35.0,0.751510500907898,0.1672447770833969,0.5842657089233398,9,4.0,43,0.5308641975308642,22,0.2716049382716049
00266,1,val,18.933,20.667,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\00266.mp4,0.7505043148994446,0.5517538885275522,0.6718121767044067,81,18,0.2222222222222222,16.0,33.0,0.7505043148994446,0.1707989424467086,0.5797053575515747,3,5.5,58,0.7160493827160493,18,0.2222222222222222
00637,1,val,18.667,19.867,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\00637.mp4,0.7493523359298706,0.43044184399656504,0.7045165300369263,83,18,0.21686746987951808,19.0,36.0,0.7493523359298706,0.2366596162319183,0.5126927495002747,3,5.5,35,0.42168674698795183,18,0.21686746987951808
00991,1,val,18.367,19.3,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\00991.mp4,0.7465431690216064,0.5336158282873107,0.7083448350429535,82,29,0.35365853658536583,18.0,32.5,0.7465431690216064,0.1172763779759407,0.6292667984962463,7,5.0,50,0.6097560975609756,29,0.35365853658536583
00217,1,val,18.967,19.9,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\00217.mp4,0.7452723383903503,0.38320105771223706,0.5545915365219116,81,4,0.04938271604938271,20.5,21.0,0.7452723383903503,0.1100616306066513,0.6352106928825378,3,0.5,16,0.19753086419753085,4,0.04938271604938271
00795,1,val,16.493,20.706,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\00795.mp4,0.7446478605270386,0.5744357060005025,0.6925295948982239,82,38,0.4634146341463415,0.0,20.0,0.7446478605270386,0.1798270046710968,0.5648208260536194,9,7.0,63,0.7682926829268293,38,0.4634146341463415
00369,1,val,17.7,20.167,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\00369.mp4,0.7431001663208008,0.47802623007446526,0.7010885953903199,80,18,0.225,5.5,26.5,0.7431001663208008,0.2517799139022827,0.4913202822208404,3,6.0,29,0.3625,18,0.225
00722,1,val,17.267,20.533,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\00722.mp4,0.743028998374939,0.5320467672696928,0.6758763194084169,82,16,0.1951219512195122,18.5,19.0,0.743028998374939,0.2270727455615997,0.5159562230110168,4,3.5,53,0.6463414634146342,16,0.1951219512195122
00585,1,val,18.4,19.1,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\00585.mp4,0.7411513328552246,0.3430360517016164,0.5592982769012451,81,3,0.037037037037037035,18.5,19.5,0.7411513328552246,0.1720102429389953,0.5691410899162292,1,1.0,15,0.18518518518518517,3,0.037037037037037035
00742,1,val,19.431,20.168,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\00742.mp4,0.7407140731811523,0.43838625456447955,0.6168160438537598,81,6,0.07407407407407407,0.0,0.0,0.7407140731811523,0.256434679031372,0.4842794239521026,2,2.0,33,0.4074074074074074,6,0.07407407407407407
00890,1,val,16.414,19.15,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\00890.mp4,0.7384848594665527,0.43153362224499386,0.5777294158935546,78,3,0.038461538461538464,21.0,29.0,0.7384848594665527,0.2842104434967041,0.4542743861675262,2,0.5,19,0.24358974358974358,3,0.038461538461538464
00995,1,val,18.767,20.033,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\00995.mp4,0.7334524393081665,0.36326087680127883,0.5735953450202942,81,2,0.024691358024691357,20.0,20.0,0.7334524393081665,0.1088409423828125,0.624611496925354,2,0.0,14,0.1728395061728395,2,0.024691358024691357
00443,1,val,16.968,19.0,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\00443.mp4,0.7262831926345825,0.4221086049452424,0.5424709260463715,80,3,0.0375,16.0,16.0,0.7262831926345825,0.2784105241298675,0.4478726983070373,2,0.5,18,0.225,3,0.0375
00111,1,val,18.167,19.783,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\00111.mp4,0.7248498201370239,0.5474735671355401,0.6339585781097412,81,8,0.09876543209876543,1.0,1.5,0.7248498201370239,0.3666833043098449,0.3581665456295013,2,2.5,61,0.7530864197530864,8,0.09876543209876543
00782,1,val,7.161,10.126,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\00782.mp4,0.7244862914085388,0.6468715949190987,0.7143610417842865,36,22,0.6111111111111112,0.0,7.5,0.7244862914085388,0.0935801416635513,0.6309061646461487,6,5.0,36,1.0,22,0.6111111111111112
00214,1,val,20.341,21.157,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\00214.mp4,0.7227659225463867,0.5854713600358845,0.6643804311752319,81,18,0.2222222222222222,22.0,30.5,0.7227659225463867,0.2436775267124176,0.4790883958339691,8,1.5,77,0.9506172839506173,18,0.2222222222222222
00055,1,val,17.8,19.133,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\00055.mp4,0.7221829891204834,0.6023687749374204,0.6759250819683075,82,17,0.2073170731707317,0.0,19.5,0.7221829891204834,0.1503947526216507,0.5717882513999939,9,1.5,79,0.9634146341463414,17,0.2073170731707317
00695,1,val,17.667,20.767,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\00695.mp4,0.7219875454902649,0.4399499688987379,0.6551865339279175,81,10,0.12345679012345678,31.5,36.0,0.7219875454902649,0.193008616566658,0.5289789438247681,2,4.0,29,0.35802469135802467,10,0.12345679012345678
00256,1,val,18.267,19.183,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\00256.mp4,0.7215597629547119,0.4286612073580424,0.6059380769729614,81,5,0.06172839506172839,9.5,17.0,0.7215597629547119,0.0977188199758529,0.6238409280776978,3,0.5,30,0.37037037037037035,5,0.06172839506172839
00747,1,val,17.8,19.667,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\00747.mp4,0.712390661239624,0.4517418843360595,0.6059958934783936,81,5,0.06172839506172839,18.5,22.5,0.712390661239624,0.2609292566776275,0.4514614045619964,3,0.5,27,0.3333333333333333,5,0.06172839506172839
00891,1,val,17.7,19.233,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\00891.mp4,0.697509229183197,0.4759119677322882,0.6139581203460693,81,5,0.06172839506172839,11.0,19.0,0.697509229183197,0.1637647151947021,0.5337445139884949,5,0.0,36,0.4444444444444444,5,0.06172839506172839
00838,1,val,5.762,9.192,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\00838.mp4,0.6960897445678711,0.45621441718604827,0.6327550113201141,36,3,0.08333333333333333,8.5,9.0,0.6960897445678711,0.1761762201786041,0.5199134945869446,2,0.5,16,0.4444444444444444,3,0.08333333333333333
00605,1,val,17.968,19.405,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\00605.mp4,0.6919780373573303,0.33497299787438944,0.5070274472236633,81,1,0.012345679012345678,39.5,39.5,0.6919780373573303,0.0865757018327713,0.6054023504257202,1,0.0,9,0.1111111111111111,1,0.012345679012345678
01036,1,val,19.499,21.769,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01036.mp4,0.6888665556907654,0.4966911346088221,0.622829794883728,81,7,0.08641975308641975,12.5,18.5,0.6888665556907654,0.2025361657142639,0.4863303899765014,4,1.5,40,0.49382716049382713,7,0.08641975308641975
00802,1,val,20.323,21.336,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\00802.mp4,0.686237096786499,0.43507398083442594,0.5684653043746949,82,3,0.036585365853658534,3.5,4.0,0.686237096786499,0.2064695060253143,0.4797675609588623,2,0.5,21,0.25609756097560976,3,0.036585365853658534
00326,1,val,19.4,19.667,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\00326.mp4,0.6843419075012207,0.45577492353356913,0.5853674411773682,81,4,0.04938271604938271,0.0,0.0,0.6843419075012207,0.1849470883607864,0.499394804239273,3,0.5,24,0.2962962962962963,4,0.04938271604938271
00167,1,val,18.233,20.0,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\00167.mp4,0.6833018660545349,0.43766709867818854,0.5548386573791504,81,2,0.024691358024691357,13.0,13.0,0.6833018660545349,0.1376394033432006,0.5456624627113342,1,0.5,19,0.2345679012345679,2,0.024691358024691357
00389,1,val,17.4,17.7,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\00389.mp4,0.682349681854248,0.41941671431819094,0.6030053734779358,79,4,0.05063291139240506,4.5,20.5,0.682349681854248,0.131834402680397,0.5505152940750122,2,1.0,37,0.46835443037974683,4,0.05063291139240506
00272,1,val,18.871,20.539,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\00272.mp4,0.6812766790390015,0.4843731533598017,0.6138590574264526,81,4,0.04938271604938271,14.0,14.0,0.6812766790390015,0.1723952144384384,0.5088814496994019,4,0.0,33,0.4074074074074074,4,0.04938271604938271
01035,1,val,17.352,20.293,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\01035.mp4,0.6790975332260132,0.5133561812065266,0.6185044050216675,81,7,0.08641975308641975,1.5,35.5,0.6790975332260132,0.1628164798021316,0.5162810683250427,3,2.0,49,0.6049382716049383,7,0.08641975308641975
00564,1,val,17.417,20.24,C:\Users\z004hn4c\Documents\Estudo\LLMOps And AIOps Bootcamp With 8 End To End Projects\nexar-dashcam-collision-prediction\data\raw\train\00564.mp4,0.6780010461807251,0.4800458384884728,0.5932241678237915,81,5,0.06172839506172839,21.5,22.0,0.6780010461807251,0.1612078845500946,0.5167931318283081,1,2.0,48,0.5925925925925926,5,0.06172839506172839
