window_id,id,window_type,timestamp,score
00043_positive_safe_002_001_500,00043,positive_safe,1.5,0.18207231163978577
00044_positive_safe_001_008_500,00044,positive_safe,8.5,0.5800764560699463
00044_positive_safe_002_010_000,00044,positive_safe,10.0,0.5885807275772095
00046_positive_safe_001_003_500,00046,positive_safe,3.5,0.5762549638748169
00046_positive_safe_002_009_500,00046,positive_safe,9.5,0.6740859150886536
00047_positive_safe_001_005_500,00047,positive_safe,5.5,0.3007456660270691
00047_positive_safe_002_010_500,00047,positive_safe,10.5,0.5308728814125061
00049_positive_safe_001_003_000,00049,positive_safe,3.0,0.40020889043807983
00049_positive_safe_002_009_000,00049,positive_safe,9.0,0.5214031934738159
00056_positive_safe_001_010_500,00056,positive_safe,10.5,0.4721699655056
00056_positive_safe_002_013_500,00056,positive_safe,13.5,0.42673084139823914
00057_positive_safe_001_006_500,00057,positive_safe,6.5,0.6653006076812744
00057_positive_safe_002_010_000,00057,positive_safe,10.0,0.7042211890220642
00058_positive_safe_001_007_500,00058,positive_safe,7.5,0.6626209616661072
00058_positive_safe_002_010_000,00058,positive_safe,10.0,0.6002054214477539
00059_positive_safe_001_006_500,00059,positive_safe,6.5,0.3640199601650238
00059_positive_safe_002_007_500,00059,positive_safe,7.5,0.3278733491897583
00060_positive_safe_001_001_500,00060,positive_safe,1.5,0.48227575421333313
00060_positive_safe_002_003_000,00060,positive_safe,3.0,0.4725204408168793
00061_positive_safe_001_005_000,00061,positive_safe,5.0,0.5868833065032959
00061_positive_safe_002_008_000,00061,positive_safe,8.0,0.5420885682106018
00062_positive_safe_001_005_500,00062,positive_safe,5.5,0.5048865079879761
00062_positive_safe_002_011_000,00062,positive_safe,11.0,0.5071500539779663
00063_positive_safe_001_000_500,00063,positive_safe,0.5,0.337075799703598
00063_positive_safe_002_009_500,00063,positive_safe,9.5,0.6274232864379883
00064_positive_safe_001_001_500,00064,positive_safe,1.5,0.6709412336349487
00064_positive_safe_002_002_500,00064,positive_safe,2.5,0.6994752287864685
00066_positive_safe_001_001_000,00066,positive_safe,1.0,0.23518534004688263
00066_positive_safe_002_008_500,00066,positive_safe,8.5,0.3445991277694702
00072_positive_safe_001_003_000,00072,positive_safe,3.0,0.4722687304019928
00072_positive_safe_002_004_000,00072,positive_safe,4.0,0.5316193699836731
00074_positive_safe_001_011_500,00074,positive_safe,11.5,0.7021784782409668
00074_positive_safe_002_013_000,00074,positive_safe,13.0,0.7291373610496521
00076_positive_safe_001_002_500,00076,positive_safe,2.5,0.6961358189582825
00076_positive_safe_002_010_500,00076,positive_safe,10.5,0.5628718733787537
00077_positive_safe_001_003_500,00077,positive_safe,3.5,0.356291264295578
00077_positive_safe_002_010_500,00077,positive_safe,10.5,0.42168864607810974
00079_positive_safe_001_001_500,00079,positive_safe,1.5,0.6197472810745239
00079_positive_safe_002_008_000,00079,positive_safe,8.0,0.6393486857414246
00085_positive_safe_001_004_000,00085,positive_safe,4.0,0.3468180298805237
00085_positive_safe_002_010_500,00085,positive_safe,10.5,0.48344293236732483
00086_positive_safe_001_000_000,00086,positive_safe,0.0,0.2994144558906555
00086_positive_safe_002_003_500,00086,positive_safe,3.5,0.37886837124824524
00090_positive_safe_001_006_000,00090,positive_safe,6.0,0.6873865127563477
00090_positive_safe_002_009_000,00090,positive_safe,9.0,0.6833138465881348
00095_positive_safe_001_000_500,00095,positive_safe,0.5,0.5654230713844299
00095_positive_safe_002_003_500,00095,positive_safe,3.5,0.5799612402915955
00096_positive_safe_001_002_000,00096,positive_safe,2.0,0.5288313031196594
00096_positive_safe_002_013_500,00096,positive_safe,13.5,0.40680935978889465
00097_positive_safe_001_007_000,00097,positive_safe,7.0,0.38511142134666443
00097_positive_safe_002_010_000,00097,positive_safe,10.0,0.5143687129020691
00098_positive_safe_001_001_500,00098,positive_safe,1.5,0.5554643273353577
00098_positive_safe_002_004_500,00098,positive_safe,4.5,0.5365018844604492
00100_positive_safe_001_003_500,00100,positive_safe,3.5,0.4252017140388489
00100_positive_safe_002_008_500,00100,positive_safe,8.5,0.44978630542755127
00103_positive_safe_001_005_000,00103,positive_safe,5.0,0.3819924294948578
00103_positive_safe_002_008_500,00103,positive_safe,8.5,0.3196251392364502
00104_positive_safe_001_001_000,00104,positive_safe,1.0,0.6620495915412903
00104_positive_safe_002_005_000,00104,positive_safe,5.0,0.6976191401481628
00105_positive_safe_001_004_500,00105,positive_safe,4.5,0.5199987292289734
00105_positive_safe_002_013_500,00105,positive_safe,13.5,0.48094192147254944
00108_positive_safe_001_003_500,00108,positive_safe,3.5,0.23532654345035553
00108_positive_safe_002_005_500,00108,positive_safe,5.5,0.24900059401988983
00109_positive_safe_001_003_000,00109,positive_safe,3.0,0.4629021883010864
00109_positive_safe_002_010_500,00109,positive_safe,10.5,0.48775389790534973
00110_positive_safe_001_002_500,00110,positive_safe,2.5,0.5827595591545105
00110_positive_safe_002_008_000,00110,positive_safe,8.0,0.4107879400253296
00112_positive_safe_001_000_500,00112,positive_safe,0.5,0.6344338655471802
00112_positive_safe_002_001_000,00112,positive_safe,1.0,0.568509042263031
00114_positive_safe_001_001_500,00114,positive_safe,1.5,0.5688621997833252
00114_positive_safe_002_011_500,00114,positive_safe,11.5,0.6695865988731384
00117_positive_safe_001_002_500,00117,positive_safe,2.5,0.5704177021980286
00117_positive_safe_002_009_500,00117,positive_safe,9.5,0.6674036383628845
00118_positive_safe_001_004_000,00118,positive_safe,4.0,0.239348366856575
00118_positive_safe_002_011_500,00118,positive_safe,11.5,0.2984505891799927
00121_positive_safe_001_002_000,00121,positive_safe,2.0,0.48900219798088074
00121_positive_safe_002_007_000,00121,positive_safe,7.0,0.40749961137771606
00122_positive_safe_001_000_000,00122,positive_safe,0.0,0.5441207885742188
00122_positive_safe_002_011_500,00122,positive_safe,11.5,0.33377283811569214
00124_positive_safe_001_004_500,00124,positive_safe,4.5,0.43138593435287476
00124_positive_safe_002_006_000,00124,positive_safe,6.0,0.5409020781517029
00128_positive_safe_001_008_000,00128,positive_safe,8.0,0.5401256084442139
00128_positive_safe_002_013_000,00128,positive_safe,13.0,0.5467664003372192
00129_positive_safe_001_006_000,00129,positive_safe,6.0,0.4136422872543335
00129_positive_safe_002_010_500,00129,positive_safe,10.5,0.3577252924442291
00130_positive_safe_001_000_500,00130,positive_safe,0.5,0.5801563262939453
00130_positive_safe_002_002_000,00130,positive_safe,2.0,0.6065395474433899
00131_positive_safe_001_002_500,00131,positive_safe,2.5,0.2170756459236145
00131_positive_safe_002_004_500,00131,positive_safe,4.5,0.24571006000041962
00132_positive_safe_001_002_000,00132,positive_safe,2.0,0.44781652092933655
00132_positive_safe_002_009_500,00132,positive_safe,9.5,0.5523834824562073
00133_positive_safe_001_002_000,00133,positive_safe,2.0,0.7241886854171753
00133_positive_safe_002_007_500,00133,positive_safe,7.5,0.522018313407898
00138_positive_safe_001_002_000,00138,positive_safe,2.0,0.5164996385574341
00138_positive_safe_002_003_500,00138,positive_safe,3.5,0.5609926581382751
00141_positive_safe_001_008_500,00141,positive_safe,8.5,0.3742891252040863
00141_positive_safe_002_014_000,00141,positive_safe,14.0,0.3795819878578186
00142_positive_safe_001_004_500,00142,positive_safe,4.5,0.5116415023803711
00142_positive_safe_002_008_500,00142,positive_safe,8.5,0.581540584564209
00145_positive_safe_001_004_500,00145,positive_safe,4.5,0.5792538523674011
00145_positive_safe_002_008_000,00145,positive_safe,8.0,0.5841051340103149
00147_positive_safe_001_001_000,00147,positive_safe,1.0,0.548808753490448
00147_positive_safe_002_003_500,00147,positive_safe,3.5,0.6269074082374573
00148_positive_safe_001_006_000,00148,positive_safe,6.0,0.5955343842506409
00148_positive_safe_002_008_000,00148,positive_safe,8.0,0.6917513608932495
00151_positive_safe_001_002_000,00151,positive_safe,2.0,0.2664824426174164
00151_positive_safe_002_012_000,00151,positive_safe,12.0,0.5847981572151184
00152_positive_safe_001_006_500,00152,positive_safe,6.5,0.6739251613616943
00152_positive_safe_002_007_000,00152,positive_safe,7.0,0.622769296169281
00153_positive_safe_001_003_000,00153,positive_safe,3.0,0.6720565557479858
00153_positive_safe_002_012_000,00153,positive_safe,12.0,0.307285875082016
00154_positive_safe_001_006_500,00154,positive_safe,6.5,0.5791858434677124
00154_positive_safe_002_012_000,00154,positive_safe,12.0,0.667575478553772
00155_positive_safe_001_003_500,00155,positive_safe,3.5,0.5372713208198547
00155_positive_safe_002_005_000,00155,positive_safe,5.0,0.5921418070793152
00157_positive_safe_001_004_500,00157,positive_safe,4.5,0.6193395256996155
00157_positive_safe_002_010_500,00157,positive_safe,10.5,0.4442266523838043
00158_positive_safe_001_008_500,00158,positive_safe,8.5,0.52149498462677
00158_positive_safe_002_013_500,00158,positive_safe,13.5,0.6194023489952087
00160_positive_safe_001_003_500,00160,positive_safe,3.5,0.7275922298431396
00160_positive_safe_002_007_000,00160,positive_safe,7.0,0.6405083537101746
00162_positive_safe_001_001_500,00162,positive_safe,1.5,0.556268036365509
00162_positive_safe_002_009_500,00162,positive_safe,9.5,0.6650329232215881
00164_positive_safe_001_000_000,00164,positive_safe,0.0,0.39419448375701904
00164_positive_safe_002_001_000,00164,positive_safe,1.0,0.4005989134311676
00166_positive_safe_001_008_500,00166,positive_safe,8.5,0.3915722072124481
00166_positive_safe_002_009_500,00166,positive_safe,9.5,0.3782130777835846
00169_positive_safe_001_001_000,00169,positive_safe,1.0,0.7234706878662109
00169_positive_safe_002_008_500,00169,positive_safe,8.5,0.7601038813591003
00170_positive_safe_001_003_000,00170,positive_safe,3.0,0.615433931350708
00170_positive_safe_002_014_000,00170,positive_safe,14.0,0.6342498660087585
00171_positive_safe_001_000_000,00171,positive_safe,0.0,0.4691070020198822
00171_positive_safe_002_001_500,00171,positive_safe,1.5,0.46710774302482605
00172_positive_safe_001_004_500,00172,positive_safe,4.5,0.4675421714782715
00172_positive_safe_002_006_500,00172,positive_safe,6.5,0.38633474707603455
00173_positive_safe_001_000_500,00173,positive_safe,0.5,0.4148113429546356
00173_positive_safe_002_001_000,00173,positive_safe,1.0,0.36690759658813477
00175_positive_safe_001_008_000,00175,positive_safe,8.0,0.5410822033882141
00175_positive_safe_002_011_500,00175,positive_safe,11.5,0.5900610089302063
00177_positive_safe_001_007_000,00177,positive_safe,7.0,0.5428115129470825
00177_positive_safe_002_008_500,00177,positive_safe,8.5,0.5921726226806641
00179_positive_safe_001_003_000,00179,positive_safe,3.0,0.7243439555168152
00179_positive_safe_002_013_500,00179,positive_safe,13.5,0.7181766033172607
00180_positive_safe_001_002_000,00180,positive_safe,2.0,0.5384538769721985
00180_positive_safe_002_002_500,00180,positive_safe,2.5,0.4628334641456604
00181_positive_safe_001_000_500,00181,positive_safe,0.5,0.5799689292907715
00181_positive_safe_002_003_500,00181,positive_safe,3.5,0.5416696667671204
00183_positive_safe_001_012_000,00183,positive_safe,12.0,0.3996151387691498
00183_positive_safe_002_012_500,00183,positive_safe,12.5,0.36195647716522217
00184_positive_safe_001_001_500,00184,positive_safe,1.5,0.3452155590057373
00184_positive_safe_002_014_000,00184,positive_safe,14.0,0.6924223899841309
00187_positive_safe_001_012_500,00187,positive_safe,12.5,0.5140987634658813
00187_positive_safe_002_013_500,00187,positive_safe,13.5,0.6163333058357239
00189_positive_safe_001_004_000,00189,positive_safe,4.0,0.485212117433548
00189_positive_safe_002_006_000,00189,positive_safe,6.0,0.6175575852394104
00190_positive_safe_001_003_500,00190,positive_safe,3.5,0.30201879143714905
00190_positive_safe_002_008_000,00190,positive_safe,8.0,0.3915439248085022
00192_positive_safe_001_004_500,00192,positive_safe,4.5,0.7765951156616211
00192_positive_safe_002_005_000,00192,positive_safe,5.0,0.7633892893791199
00195_positive_safe_001_003_500,00195,positive_safe,3.5,0.5598311424255371
00195_positive_safe_002_005_000,00195,positive_safe,5.0,0.5703919529914856
00199_positive_safe_001_002_000,00199,positive_safe,2.0,0.42124834656715393
00199_positive_safe_002_002_500,00199,positive_safe,2.5,0.454012930393219
00200_positive_safe_001_000_000,00200,positive_safe,0.0,0.727715790271759
00200_positive_safe_002_001_500,00200,positive_safe,1.5,0.6210163831710815
00201_positive_safe_001_010_500,00201,positive_safe,10.5,0.7697962522506714
00201_positive_safe_002_012_000,00201,positive_safe,12.0,0.5748501420021057
00205_positive_safe_001_002_000,00205,positive_safe,2.0,0.4633370041847229
00205_positive_safe_002_009_500,00205,positive_safe,9.5,0.27556997537612915
00206_positive_safe_001_007_000,00206,positive_safe,7.0,0.6411518454551697
00206_positive_safe_002_008_500,00206,positive_safe,8.5,0.6080860495567322
00207_positive_safe_001_000_000,00207,positive_safe,0.0,0.599084198474884
00207_positive_safe_002_002_000,00207,positive_safe,2.0,0.6113828420639038
00209_positive_safe_001_003_500,00209,positive_safe,3.5,0.6919265985488892
00209_positive_safe_002_012_000,00209,positive_safe,12.0,0.6978898048400879
00210_positive_safe_001_006_000,00210,positive_safe,6.0,0.45864808559417725
00210_positive_safe_002_007_000,00210,positive_safe,7.0,0.39573630690574646
00213_positive_safe_001_000_000,00213,positive_safe,0.0,0.568800687789917
00213_positive_safe_002_010_000,00213,positive_safe,10.0,0.6279275417327881
00216_positive_safe_001_000_000,00216,positive_safe,0.0,0.436987042427063
00216_positive_safe_002_008_000,00216,positive_safe,8.0,0.42670899629592896
00218_positive_safe_001_010_000,00218,positive_safe,10.0,0.7435069680213928
00218_positive_safe_002_012_500,00218,positive_safe,12.5,0.7617944478988647
00222_positive_safe_001_005_500,00222,positive_safe,5.5,0.3759187161922455
00222_positive_safe_002_007_500,00222,positive_safe,7.5,0.5073156356811523
00228_positive_safe_001_001_000,00228,positive_safe,1.0,0.7014605402946472
00228_positive_safe_002_005_500,00228,positive_safe,5.5,0.7047436833381653
00234_positive_safe_001_000_000,00234,positive_safe,0.0,0.568951427936554
00234_positive_safe_002_001_500,00234,positive_safe,1.5,0.6275333762168884
00235_positive_safe_001_001_000,00235,positive_safe,1.0,0.4541809856891632
00235_positive_safe_002_001_500,00235,positive_safe,1.5,0.4021151661872864
00237_positive_safe_001_005_000,00237,positive_safe,5.0,0.29078587889671326
00237_positive_safe_002_009_500,00237,positive_safe,9.5,0.42102566361427307
00238_positive_safe_001_011_500,00238,positive_safe,11.5,0.43902337551116943
00238_positive_safe_002_012_000,00238,positive_safe,12.0,0.458822637796402
00239_positive_safe_001_000_000,00239,positive_safe,0.0,0.6757344603538513
00239_positive_safe_002_001_000,00239,positive_safe,1.0,0.7161561846733093
00242_positive_safe_001_002_000,00242,positive_safe,2.0,0.5504863262176514
00242_positive_safe_002_009_000,00242,positive_safe,9.0,0.571715772151947
00245_positive_safe_001_001_000,00245,positive_safe,1.0,0.5911098718643188
00245_positive_safe_002_010_000,00245,positive_safe,10.0,0.6521757245063782
00247_positive_safe_001_004_500,00247,positive_safe,4.5,0.3973413109779358
00247_positive_safe_002_008_000,00247,positive_safe,8.0,0.4875858426094055
00250_positive_safe_001_000_000,00250,positive_safe,0.0,0.4684569239616394
00250_positive_safe_002_002_000,00250,positive_safe,2.0,0.4866524338722229
00252_positive_safe_001_002_000,00252,positive_safe,2.0,0.6727734208106995
00252_positive_safe_002_011_500,00252,positive_safe,11.5,0.6338648796081543
00253_positive_safe_001_007_000,00253,positive_safe,7.0,0.3533872961997986
00253_positive_safe_002_012_500,00253,positive_safe,12.5,0.6746997237205505
00254_positive_safe_001_007_500,00254,positive_safe,7.5,0.6289670467376709
00254_positive_safe_002_009_500,00254,positive_safe,9.5,0.6039020419120789
00255_positive_safe_001_000_000,00255,positive_safe,0.0,0.3465384840965271
00255_positive_safe_002_009_500,00255,positive_safe,9.5,0.5173309445381165
00260_positive_safe_001_004_500,00260,positive_safe,4.5,0.7005642056465149
00260_positive_safe_002_007_000,00260,positive_safe,7.0,0.7509709596633911
00263_positive_safe_001_008_500,00263,positive_safe,8.5,0.7813398838043213
00263_positive_safe_002_010_500,00263,positive_safe,10.5,0.6901009678840637
00264_positive_safe_001_001_000,00264,positive_safe,1.0,0.5169552564620972
00264_positive_safe_002_004_500,00264,positive_safe,4.5,0.525398313999176
00265_positive_safe_001_005_500,00265,positive_safe,5.5,0.71116703748703
00265_positive_safe_002_012_000,00265,positive_safe,12.0,0.5636556148529053
00269_positive_safe_001_003_500,00269,positive_safe,3.5,0.61766517162323
00269_positive_safe_002_006_000,00269,positive_safe,6.0,0.5119984149932861
00271_positive_safe_001_010_500,00271,positive_safe,10.5,0.5801706910133362
00271_positive_safe_002_011_500,00271,positive_safe,11.5,0.5302977561950684
00282_positive_safe_001_004_500,00282,positive_safe,4.5,0.2746109664440155
00282_positive_safe_002_007_000,00282,positive_safe,7.0,0.29511043429374695
00283_positive_safe_001_000_500,00283,positive_safe,0.5,0.18840591609477997
00283_positive_safe_002_003_000,00283,positive_safe,3.0,0.2175699770450592
00284_positive_safe_001_004_000,00284,positive_safe,4.0,0.44921761751174927
00284_positive_safe_002_012_500,00284,positive_safe,12.5,0.5917174816131592
00285_positive_safe_001_012_000,00285,positive_safe,12.0,0.6597341299057007
00285_positive_safe_002_012_500,00285,positive_safe,12.5,0.7238548994064331
00287_positive_safe_001_002_000,00287,positive_safe,2.0,0.5560082197189331
00287_positive_safe_002_013_000,00287,positive_safe,13.0,0.6484228372573853
00288_positive_safe_001_001_500,00288,positive_safe,1.5,0.6368762850761414
00288_positive_safe_002_007_000,00288,positive_safe,7.0,0.47624489665031433
00289_positive_safe_001_001_500,00289,positive_safe,1.5,0.47608423233032227
00289_positive_safe_002_007_500,00289,positive_safe,7.5,0.3996739387512207
00291_positive_safe_001_000_500,00291,positive_safe,0.5,0.52759850025177
00291_positive_safe_002_007_000,00291,positive_safe,7.0,0.4062022268772125
00292_positive_safe_001_002_500,00292,positive_safe,2.5,0.4516884386539459
00292_positive_safe_002_012_000,00292,positive_safe,12.0,0.6541893482208252
00295_positive_safe_001_005_500,00295,positive_safe,5.5,0.7110008001327515
00295_positive_safe_002_007_500,00295,positive_safe,7.5,0.6485053896903992
00296_positive_safe_001_009_000,00296,positive_safe,9.0,0.7325719594955444
00296_positive_safe_002_011_000,00296,positive_safe,11.0,0.7712206840515137
00298_positive_safe_001_004_500,00298,positive_safe,4.5,0.7887100577354431
00298_positive_safe_002_011_500,00298,positive_safe,11.5,0.6434878706932068
00301_positive_safe_001_007_000,00301,positive_safe,7.0,0.6211698651313782
00301_positive_safe_002_010_500,00301,positive_safe,10.5,0.686674952507019
00302_positive_safe_001_009_500,00302,positive_safe,9.5,0.4702264368534088
00302_positive_safe_002_010_500,00302,positive_safe,10.5,0.4782679080963135
00303_positive_safe_001_000_500,00303,positive_safe,0.5,0.4167619049549103
00303_positive_safe_002_006_500,00303,positive_safe,6.5,0.660785973072052
00307_positive_safe_001_003_000,00307,positive_safe,3.0,0.5043333768844604
00307_positive_safe_002_012_000,00307,positive_safe,12.0,0.5943082571029663
00309_positive_safe_001_003_000,00309,positive_safe,3.0,0.3984873592853546
00309_positive_safe_002_008_500,00309,positive_safe,8.5,0.6396050453186035
00310_positive_safe_001_006_000,00310,positive_safe,6.0,0.46921107172966003
00310_positive_safe_002_014_000,00310,positive_safe,14.0,0.33679473400115967
00311_positive_safe_001_000_000,00311,positive_safe,0.0,0.6384699940681458
00311_positive_safe_002_009_500,00311,positive_safe,9.5,0.547124445438385
00312_positive_safe_001_007_500,00312,positive_safe,7.5,0.21269428730010986
00312_positive_safe_002_013_000,00312,positive_safe,13.0,0.12290363758802414
00318_positive_safe_001_001_000,00318,positive_safe,1.0,0.2504138946533203
00318_positive_safe_002_014_000,00318,positive_safe,14.0,0.3642446994781494
00319_positive_safe_001_000_500,00319,positive_safe,0.5,0.3031142055988312
00319_positive_safe_002_001_500,00319,positive_safe,1.5,0.3891393542289734
00320_positive_safe_001_009_500,00320,positive_safe,9.5,0.6284145712852478
00320_positive_safe_002_012_000,00320,positive_safe,12.0,0.6080152988433838
00321_positive_safe_001_010_000,00321,positive_safe,10.0,0.6025004386901855
00321_positive_safe_002_010_500,00321,positive_safe,10.5,0.4912073612213135
00324_positive_safe_001_003_000,00324,positive_safe,3.0,0.31264302134513855
00324_positive_safe_002_012_500,00324,positive_safe,12.5,0.35385429859161377
00325_positive_safe_001_004_000,00325,positive_safe,4.0,0.32177606225013733
00325_positive_safe_002_010_500,00325,positive_safe,10.5,0.5924819111824036
00327_positive_safe_001_007_000,00327,positive_safe,7.0,0.5166396498680115
00327_positive_safe_002_009_000,00327,positive_safe,9.0,0.6054248213768005
00329_positive_safe_001_001_500,00329,positive_safe,1.5,0.7332063317298889
00329_positive_safe_002_010_500,00329,positive_safe,10.5,0.5707382559776306
00331_positive_safe_001_004_000,00331,positive_safe,4.0,0.5235681533813477
00331_positive_safe_002_006_500,00331,positive_safe,6.5,0.5820234417915344
00332_positive_safe_001_000_000,00332,positive_safe,0.0,0.5773184299468994
00335_positive_safe_001_005_000,00335,positive_safe,5.0,0.6441066265106201
00335_positive_safe_002_010_500,00335,positive_safe,10.5,0.5262260437011719
00336_positive_safe_001_000_000,00336,positive_safe,0.0,0.3086211681365967
00340_positive_safe_001_000_500,00340,positive_safe,0.5,0.5874232053756714
00340_positive_safe_002_001_500,00340,positive_safe,1.5,0.5855364799499512
00342_positive_safe_001_003_000,00342,positive_safe,3.0,0.48740628361701965
00342_positive_safe_002_007_500,00342,positive_safe,7.5,0.4714980125427246
00343_positive_safe_001_003_500,00343,positive_safe,3.5,0.45321711897850037
00343_positive_safe_002_005_500,00343,positive_safe,5.5,0.4799496531486511
00344_positive_safe_001_004_000,00344,positive_safe,4.0,0.4716154634952545
00344_positive_safe_002_008_500,00344,positive_safe,8.5,0.4282612204551697
00345_positive_safe_001_002_000,00345,positive_safe,2.0,0.3118930160999298
00345_positive_safe_002_004_500,00345,positive_safe,4.5,0.46214520931243896
00348_positive_safe_001_002_500,00348,positive_safe,2.5,0.2080000340938568
00348_positive_safe_002_003_500,00348,positive_safe,3.5,0.1830940842628479
00349_positive_safe_001_009_000,00349,positive_safe,9.0,0.5826533436775208
00349_positive_safe_002_012_000,00349,positive_safe,12.0,0.3869907557964325
00353_positive_safe_001_007_000,00353,positive_safe,7.0,0.7489507794380188
00353_positive_safe_002_012_000,00353,positive_safe,12.0,0.6753714680671692
00355_positive_safe_001_004_000,00355,positive_safe,4.0,0.5871323943138123
00355_positive_safe_002_005_500,00355,positive_safe,5.5,0.38864579796791077
00357_positive_safe_001_002_500,00357,positive_safe,2.5,0.6282302737236023
00357_positive_safe_002_008_000,00357,positive_safe,8.0,0.7827861309051514
00358_positive_safe_001_006_000,00358,positive_safe,6.0,0.38633257150650024
00358_positive_safe_002_011_000,00358,positive_safe,11.0,0.43684688210487366
00361_positive_safe_001_000_500,00361,positive_safe,0.5,0.6772114038467407
00361_positive_safe_002_008_000,00361,positive_safe,8.0,0.686188280582428
00364_positive_safe_001_002_500,00364,positive_safe,2.5,0.21236571669578552
00364_positive_safe_002_008_500,00364,positive_safe,8.5,0.5554193258285522
00366_positive_safe_001_006_000,00366,positive_safe,6.0,0.3728312849998474
00366_positive_safe_002_010_500,00366,positive_safe,10.5,0.47140389680862427
00370_positive_safe_001_001_500,00370,positive_safe,1.5,0.5083789229393005
00370_positive_safe_002_010_000,00370,positive_safe,10.0,0.49674174189567566
00371_positive_safe_001_008_000,00371,positive_safe,8.0,0.4090665578842163
00371_positive_safe_002_010_000,00371,positive_safe,10.0,0.3614577353000641
00372_positive_safe_001_006_500,00372,positive_safe,6.5,0.3545474410057068
00372_positive_safe_002_012_000,00372,positive_safe,12.0,0.45101046562194824
00373_positive_safe_001_001_500,00373,positive_safe,1.5,0.6944919228553772
00373_positive_safe_002_013_500,00373,positive_safe,13.5,0.7265114784240723
00375_positive_safe_001_001_500,00375,positive_safe,1.5,0.5296629667282104
00375_positive_safe_002_009_000,00375,positive_safe,9.0,0.511452317237854
00376_positive_safe_001_006_000,00376,positive_safe,6.0,0.5804778337478638
00376_positive_safe_002_008_000,00376,positive_safe,8.0,0.6622868180274963
00378_positive_safe_001_008_500,00378,positive_safe,8.5,0.6971255540847778
00378_positive_safe_002_010_000,00378,positive_safe,10.0,0.7373872995376587
00380_positive_safe_001_001_000,00380,positive_safe,1.0,0.7242838740348816
00380_positive_safe_002_012_500,00380,positive_safe,12.5,0.74741131067276
